sectionName,string,unique_id,model_classification,reasoning
Discussion,Our results support the antibiotic hypothesis of Beattie et al. (1984); the toxicity of ant cuticular secretions to pollen grains may indeed help to explain why ant pollination is rare.,0b55e00f94c78b69b55dd4dc8a3a4765fe97953f>None_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"In addition, fast rat motoneurons fire in vivo at frequencies of between 80 and 100 Hz with even higher frequencies at the beginning of bursts (Gorassini et al., 2000).",a97e549fc058efda4e870c53ab6ca98d695ea323>881a93939ebb854b95f1e75cd83b4ce80c2e4034_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
METHODS,"Under chemical ionization (CI), ions with mass-to-charge ratios (m/z) of 331, 333, and 337 were monitored for glucose, and ions with m/z ratios of 375 and 376 were monitored for mannitol (6).",e8d058e094508f99b132ec0b436a22c5f119350c>01cf9459843f4e62985becae547da595d674e9f0_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Results,"Dot Probe Reliability
To estimate the reliability of the bias scores, a permutation approach was used (e.g., MacLeod et al. 2010; Enock et al. 2014; Waechter et al. 2014).",917767e7e78b56764648d403f7fb5137f47c34af>08b0f8f0a6310467ca72b59cf67521fa689bc0f1_4,background,"The citation does not explicitly describe methods or results, likely providing general context."
Results,"in 17 patients (mainly femoral- and iliac-artery thromboembolism and aortic thrombosis in 11 neonates) [13, 14, 23, 36, 41].",dd566508396f26150e20d2b0e772c2c33949c092>01eec8b64bf70846f67689362761a991a97693e0_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"…ability of various urea transporters to handle different analogs of urea has proven to be diagnostic of the presence and categorization of urea transporters in fish (Schmidt-Nielsen and Rabinowitz 1964; Wood et al. 1998; McDonald et al. 2000, 2002, 2003; Pilley and Wright 2000; Walsh et al. 2001a).",021e4de927f22bad05138f7f4b4036825b123291>8c4909c3454d6e096b6270754850390e5399cc00_3,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"Furthermore, some SNPs of MMP-1 have been demonstrated to be significantly associated with increased risk for the development of lung cancer, breast cancer and colorectal cancer [6–8,11–13].",729825e6d3fad0a83fbcbd456f817d05d4dd28f2>49ceb1ded7f36b2a523f383150782a81d80c6863_0,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
,"Several target genes of miR-218 have been identified, including BMI1 [28], LAMB3 [26, 27] and LASP1 [24].",0033de421321008be8d988394c263f4cd7ef7470>bf0ddc8ee1fec1abaf823cd1893e60ffc67a7eaa_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
RESULTS,"The trait agreement (rT) is computed separately for each of K personality traits across all N pairs of judges, while the profile agreement (rP) is calculated across K personality traits for each individual target-judge pair (Allik et al., 2015).",8ebd0c64a3f1833cac7b8191303ea2bbd05682b5>86fdeaa16c965db52f41ad8489ee38b93590eba6_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
DISCUSSION,"In addition, the interdependence of PCM-1 with ciliopathy proteins, BBS4 (12,20) and CEP290, for proper subcellular localization further supports the connection between PCM-1 and the primary cilium.",158d278c6ea8bed1b0ecb102474104883857dedf>a978585942c78dcd00f1ece19b7ed244b4a76978_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
3.2. Yield and characterisation of ethanol organosolv lignin (EOL),Earlier work (Pan et al. 2006a) had suggested that it was necessary to raise the temperature of the organosolv pretreatment up to 195 C and increase the H2SO4 loading to 1.5% to reduce the amount of rejects in the resulting solid substrate.,fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d>548992f59f682a83a671e7f288f7aa574580d4a5_11,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"Increased levels of C1QA are found in aged human brains suggesting a possible contribution of the complement cascade to age-related cognitive decline [30], but the impact of exercise on complement activation in the human brain has not been studied.",32551266b5f5240c082e4dc45c8673ba0155da31>ba28d89a6944ec0b816e76cc18fa181975ec4f6a_0,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
3. Gaussian mixture and Gaussian mixture-of-experts,"(83), Step 1 becomes equivalent to a class of the shortest distance competition in various specific forms (Xu, 1998a).",1c6b446bc13a454686b6c3872a78fa9c0760677b>815bd94807ff43a3f3a4f361e5b21e3f7a63556d_15,background,"The citation does not explicitly describe methods or results, likely providing general context."
3.3 Numerical experiments,"The discretization is implemented within the DUNE numerics environment [3,4], centered around dune-gdt [23]: the dune-stuff [24] module provides classes for vectors, matrices and linear solvers (for instance the bicgstab.amg.ilu0 solver used in these experiments), dune-gdt provides the discretization building blocks (such as discrete function spaces, operators, products and functionals), and dune-hdd1 provides parametric discretizations compatible with pyMOR [22].",d45ca7162865a92f9869557214b30a09a7fc694a>079200d769f4429105960bd3e65ab87bce1291c4_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
5 Experiments,"The maximum entropy models are trained on all events extracted from training data word alignments using the LBFGS algorithm (Malouf, 2002).",7d7a1f1412a0b078b29278b94cf4c5ac75f36d53>14aa73f7aa00fc2309045cff7d65eed60df581b2_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
Results,"Another study investigating brain volumes in cannabisexposed patients with first-episode schizophrenia compared to non-exposed patients revealed no differences between the subgroups for total brain volume, total grey and white matter, ventricles, cerebellum and caudate except a decreased asymmetry of the lateral ventricles in the cannabis-exposed patients [7].",ff1789cd0f730588c934c47db11b4f90669889e5>d77436efc9670f632cfbc4b43876e758eff7c38e_0,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
1. Introduction,"…the inner magnetosphere [Lui and Hamilton, 1992; De Michelis et al., 1999], the magnetosheath [Phan et al., 1994], and the plasma sheet [DeCoster and Frank, 1979; Takahashi and Hones, 1988], we have extended the global MHD model BATS-R-US [Powell et al., 1999] to solve for anisotropic ion pressure.",da3a7295c88799275a0116b828d7c629f77cd6df>6ef9957a1ea915352017214e7673509a91739519_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
DISCUSSION,"Selective knockdown of Cn A and I B abolished the signaling, and caused a reversal of the metabolic properties and invasive behavior in mtDNA-depleted C2C12 cells (Biswas et al., 2003, 2008b).",32290702a68dfdff914b5b956b7a9acc0b6bc804>735609fb9c3b4048717d51ddf574b90b053b7cf3_5,background,"The citation does not explicitly describe methods or results, likely providing general context."
2 Methodology,"To tackle this problem, we employ a recently proposed online dictionary method [8] to update the shape dictionary.",402ea8266d0883832f144530c4e6912ee4f0cdd2>12439a6ff384e95ee2262ee982bc055534e30487_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
Discussion,"DNA methylation of F1 hybrids was significantly lower than those of corresponding controls in our study, which corroborates results from previous publications (Xiong et al. 1999).",773d429acef670892946509443e5829a1fa73075>6276589a00316d436f8eb24e7aebadead5fa4700_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Independent predictors of ICU LOS,utilised Cox Proportional Hazards model which accounted for these patients in the analysis [16].,638fafc27d5b0d7c5cd719bd3ba51bec9db4bb5c>35c1ae44da7ca399aaeb11e6c80fc371f8c8aa92_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Statistical analysis,Statistical differences were analyzed using 2-way repeated measures ANOVA in the CPP experiment and by Student t-test in the morphine withdrawal.,5d71d27544622d2a538284b563394a0fe6864a65>ee08186c6f9b52af8b125633cff50f46c1872495_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"Gait assessment
A previously described computerized force-sensitive system was used to quantify gait cycle timing, specifically the swing time and the stride-to-stride variability of swing time (Yogev et al. 2005; Bazner et al. 2000; Frenkel-Toledo et al. 2005).",7ac67ff0f59585ad3b31d22424c2cef72e20a27d>8d588720ea1b676f8b3906b696e06cf64f5b766b_7,background,"The citation does not explicitly describe methods or results, likely providing general context."
METHODS,"The following mutants and transformants have been described previously: ST:YFP (Grebe et al., 2003); BRI1:GFP (Russinova et al., 2004); AUX1:HA (Swarup et al., 2001); AUX1:YFP (Swarup et al., 2004); GNOMM696L-myc (Geldner et al., 2003); and orc (Willemsen et al., 2003).",8d897c5b6d49564c4acb030db16c62bb5a4ab5ae>95f4eb67e877c6c9047b086148ab5703d6f335dc_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"The more parent nodes Pa(X) contains, the larger the deviation is because of the increasing model complexity and hence the increasing ‘difficulty in estimation’ [30].",51c3980885ed821a94cf36749c1a1d853b86fece>429e3ea41f43ab0f4df6221545e3338b27ed91ad_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,"While the assumption of tissue homogeneity in the probed volume may be adequate for small animal or infant human brain imaging [53], and may yield robust and reproducible measurements in the adult human brain [37], dependence of the optical coefficients to source detector separations have been reported in several studies [37,53,54,55,56,57], indicating a non-negligible depth dependence of the tissue composition.",82fe79e6afcbd138440ff430f3d421ca57cd1c75>700a5a6629197ed7d4ed6f72d37c3a185303b1e7_7,background,"The citation provides context, references prior work, or summarizes existing knowledge."
